City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,angaur state,6.906,134.13,300.6,82,39,9.8,PW,1706904887
280,fortaleza,-3.7227,-38.5247,304.86,87,75,6.17,BR,1706904888
281,hampton bays,40.869,-72.5176,279.77,82,100,2.57,US,1706904888
282,abyek,36.0667,50.55,270.96,71,100,2.19,IR,1706904888
283,okhotsk,59.3833,143.3,248.94,79,49,6.05,RU,1706904889
284,lerwick,60.1545,-1.1494,282.15,75,9,15.15,GB,1706904889
285,santa sylvina,-27.8326,-61.1375,314.22,13,0,3.71,AR,1706904890
286,vernon,50.2581,-119.2691,282.93,93,96,0.51,CA,1706904890
287,hithadhoo,-0.6,73.0833,301.67,75,28,5.09,MV,1706904890
288,south valley,35.0101,-106.6781,284.26,48,75,11.32,US,1706904891
289,faya-largeau,17.9257,19.1043,288.79,17,0,7.2,TD,1706904891
290,as sulayyil,20.4607,45.5779,291.29,23,0,6.3,SA,1706904891
291,touros,-5.1989,-35.4608,301.7,70,12,6.78,BR,1706904892
292,aswan,24.0934,32.907,285.63,39,0,4.52,EG,1706904892
293,kemi,65.8596,24.8228,271.02,86,75,4.63,FI,1706904892
294,ylitornio,66.3089,23.6773,270.7,95,100,4.77,FI,1706904893
295,preobrazheniye,42.9019,133.9064,260.22,65,0,2.79,RU,1706904753
296,samarinda,-0.5,117.15,296.42,99,100,0.99,ID,1706904893
297,fale old settlement,-9.3852,-171.2468,301.45,75,100,4.14,TK,1706904894
298,darwha,20.3167,77.7667,294.48,41,91,2.72,IN,1706904894
299,hilo,19.7297,-155.09,295.51,97,100,4.63,US,1706904894
300,salinas,36.6777,-121.6555,287.2,84,75,3.09,US,1706904723
301,manavalakurichi,8.1333,77.3,298.59,83,9,1.57,IN,1706904895
302,taitung city,22.7583,121.1444,294.5,85,67,2.87,TW,1706904897
303,kalispell,48.1958,-114.3129,279.13,90,100,0.0,US,1706904897
304,hobyo,5.3505,48.5268,298.84,78,92,5.88,SO,1706904897
305,tatarsk,55.219,75.9828,257.37,98,93,3.15,RU,1706904898
306,al jabin,14.704,43.599,283.89,84,18,2.41,YE,1706904898
307,nalut,30.3333,10.85,283.62,45,98,3.01,LY,1706904899
308,nchelenge,-9.3451,28.734,294.89,85,86,1.02,ZM,1706904899
309,luwuk,-0.9516,122.7875,299.2,84,100,1.27,ID,1706904899
310,asau,46.4333,26.4,270.66,93,62,2.31,RO,1706904900
311,afaahiti,-17.75,-149.2833,302.08,74,100,4.07,PF,1706904900
312,tyumentsevo,53.3224,81.498,262.16,91,97,6.59,RU,1706904900
313,aktau,43.65,51.2,277.47,68,100,4.13,KZ,1706904901
314,targuist,34.9377,-4.3186,281.96,89,53,0.93,MA,1706904901
315,sandnessjoen,66.0217,12.6316,279.21,87,75,9.26,NO,1706904902
316,hang dong,18.687,98.9194,293.06,69,20,2.06,TH,1706904902
317,mili,6.0815,171.735,301.02,81,75,10.35,MH,1706904903
318,san juan de uraba,8.7592,-76.5297,300.98,82,85,5.78,CO,1706904903
319,nuuk,64.1835,-51.7216,258.49,78,75,2.57,GL,1706904904
320,salinopolis,-0.6136,-47.3561,300.24,83,97,3.19,BR,1706904904
321,puerto santa,-8.9906,-78.6456,299.43,73,100,4.7,PE,1706904905
322,san mariano,7.5,126.0,293.7,96,11,1.49,PH,1706904905
323,inarajan village,13.2736,144.7484,299.23,81,12,9.0,GU,1706904906
324,uyovu,-3.2833,31.5258,291.77,91,100,0.63,TZ,1706904906
325,sumenep,-7.0167,113.8667,299.68,87,100,2.72,ID,1706904906
326,atafu village,-8.5421,-172.5159,301.87,77,100,4.99,TK,1706904907
327,jayapura,-2.5333,140.7,297.81,88,100,1.9,ID,1706904900
328,sandpoint,48.2766,-116.5533,280.61,93,100,1.35,US,1706904908
329,cockburn town,21.4612,-71.1419,295.63,56,10,2.53,TC,1706904700
330,island harbour,50.724,-1.2758,286.19,90,100,2.24,GB,1706904908
331,sabha,27.0377,14.4283,283.09,37,0,1.08,LY,1706904909
332,mont-laurier,46.5501,-75.4993,269.94,83,100,3.55,CA,1706904909
333,altay,47.8667,88.1167,264.45,97,100,0.28,CN,1706904909
334,coquimbo,-29.9533,-71.3436,293.0,82,75,4.63,CL,1706904910
335,crane,31.3974,-102.3501,296.26,21,35,9.95,US,1706904910
336,siem reap,13.5,104.0,297.34,71,4,0.57,KH,1706904910
337,guanica,17.9716,-66.908,300.95,54,97,1.0,PR,1706904911
338,tazacorte,28.629,-17.9293,293.23,46,0,3.09,ES,1706904911
339,puerto san jose,13.9256,-90.8244,303.01,51,0,4.36,GT,1706904912
340,mahavelona,-17.6848,49.5087,298.14,92,72,3.6,MG,1706904912
341,napanee,44.2501,-76.9494,277.1,72,73,4.66,CA,1706904913
342,hauterive,46.0901,3.4459,278.57,90,54,0.31,FR,1706904913
343,fort mcmurray,56.7268,-111.381,274.84,90,100,1.82,CA,1706904695
344,soe,-9.8607,124.284,292.63,89,40,1.56,ID,1706904914
345,swan hill,-35.3378,143.5544,289.25,58,0,1.66,AU,1706904914
346,brandfort,-28.7001,26.4597,293.82,60,93,5.02,ZA,1706904914
347,keflavik,64.0049,-22.5624,272.1,74,75,22.12,IS,1706904915
348,kolonia town,6.964,158.206,301.15,83,75,5.14,FM,1706904915
349,srirampur,22.9489,88.0189,292.23,54,0,1.73,IN,1706904915
350,caleta de carquin,-11.0925,-77.6267,299.39,73,100,4.86,PE,1706904916
351,gao,16.6362,1.637,293.09,12,91,5.31,ML,1706904916
352,alaghsas,17.0187,8.0168,290.89,17,79,6.87,NE,1706904917
